Meal Names,Calories,Total Fat,Saturated Fat,Cholesterol,Protein,Carbs,Sodium,Fiber,Sugars
"Burger King - French Fries – medium, Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top, Chipotle - Romaine Lettuce - Top, Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Sofritas - Pro, Chipotle - Romaine Lettuce - Top, McDonald’s - Fruit & Maple Oatmeal",1640.0,57.5,14.5,130.0,56.0,226.0,2190.0,28.0,41.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top, Chipotle - Queso Blanco (Side) - Top, Chipotle - Chipotle - Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Cheese - Top, Chipotle - Sour Cream - Top, KFC - Corn on the Cob, McDonald’s - Fruit & Maple Oatmeal",1700.0,80.0,25.0,325.0,82.0,158.0,2240.0,14.0,41.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Steak - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Queso Blanco (Side) - Top, KFC - Coleslaw, McDonald’s - Fruit & Maple Oatmeal",1520.0,64.5,17.5,275.0,79.0,160.0,1990.0,18.0,48.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top, Chipotle - Queso Blanco (Side) - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro, KFC - Coleslaw, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar",1640.0,72.5,22.0,270.0,76.0,164.0,2025.0,25.0,35.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Fajita Vegetables - Top, Chipotle - Carnitas - Pro, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar, McDonald’s - Snack Size Fruit & Walnut Salad",1515.0,50.0,16.0,205.0,83.0,191.0,2075.0,23.0,53.0
"Chipotle - Chipotle - Tortilla burrito - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Chips regular - Side, KFC - SPICY CRISPY CHICKEN Drumstick, McDonald’s - Fruit & Maple Oatmeal, Taco Bell - Chips and Nacho Cheese Sauce",1700.0,67.0,9.5,180.0,64.0,214.0,2280.0,19.0,37.0
"Burger King - French Fries – medium, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Romaine Lettuce - Top, Chipotle - Chipotle - Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Cheese - Top, Chipotle - Romaine Lettuce - Top, McDonald’s - Fruit & Maple Oatmeal",1680.0,65.5,15.5,185.0,72.0,204.0,2300.0,22.0,37.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Steak - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Cheese - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, McDonald’s - Hotcakes, McDonald’s - Snack Size Fruit & Walnut Salad",1505.0,54.5,11.5,260.0,81.0,178.0,2260.0,14.0,45.0
"Burger King - Kids Oatmeal, Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Queso Blanco (Entree) - Top, Wendy’s - Natural-Cut Fries, Small",1565.0,62.5,24.0,225.0,85.0,172.0,2140.0,21.0,17.0
"Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Cheese - Top, Chipotle - Sour Cream - Top, KFC - Sweet Kernel Corn (Family), McDonald’s - Fruit & Maple Oatmeal without Brown Sugar, Taco Bell - Bacon Club Chalupa",1620.0,68.0,19.5,195.0,70.0,189.0,1985.0,15.0,31.0
"Burger King - French Toast Sticks (3 piece), Chick Fil-A - Chick-n-Slider, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carne Asada - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chips regular - Side, McDonald’s - Snack Size Fruit & Walnut Salad",1705.0,78.0,12.5,150.0,62.0,190.0,2250.0,15.0,38.0
"Burger King - French Toast Sticks (3 piece), Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Pinto Beans - Top, Chipotle - Carnitas - Pro, Pizza Hut - Pan Pizza Slices Meat Lover’s® Large, Wendy’s - Plain Baked Potato",1640.0,62.0,20.0,115.0,71.0,199.0,2095.0,28.0,16.0
"Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Sour Cream - Top, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Romaine Lettuce - Top, McDonald’s - Hotcakes, McDonald’s - Medium French Fries",1705.0,72.0,24.0,295.0,79.0,185.0,2130.0,14.0,17.0
"Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top, Chipotle - Romaine Lettuce - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Steak - Pro, Chipotle - Queso Blanco (Side) - Top, KFC - Sweet Kernel Corn, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar",1525.0,59.5,19.5,270.0,76.0,166.0,1855.0,22.0,25.0
"Burger King - French Toast Sticks (3 piece), Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Cheese - Top, Chipotle - Romaine Lettuce - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Queso Blanco (Side) - Top, Chipotle - Romaine Lettuce - Top, Wendy’s - Natural-Cut Fries, Junior",1610.0,79.0,21.0,220.0,76.0,140.0,2285.0,11.0,10.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Chips regular - Side, KFC - House Side Salad, McDonald’s - Hotcakes, Pizza Hut - Pan Pizza Slices Cheese Medium",1565.0,57.0,11.0,170.0,64.0,205.0,2090.0,17.0,20.0
"Burger King - French Toast Sticks (3 piece), Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Queso Blanco (Side) - Top, Chipotle - Romaine Lettuce - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Sofritas - Pro, Wendy’s - Natural-Cut Fries, Junior",1565.0,75.5,16.5,185.0,70.0,155.0,1845.0,22.0,16.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro, Chipotle - Chips regular - Side, KFC - Corn on the Cob, McDonald’s - Hotcakes, Pizza Hut - Hand Tossed Slices Supreme Medium",1570.0,60.0,9.5,125.0,52.0,211.0,1910.0,19.0,22.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Sour Cream - Top, Chipotle - Guacomole (Side) - Top, KFC - Corn on the Cob (Family), Pizza Hut - Hand Tossed Slices Pepperoni Medium, Wendy’s - Sausage and Egg Burrito",1590.0,75.0,28.0,395.0,75.0,167.0,2255.0,19.0,17.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carne Asada - Pro, Chipotle - Sour Cream - Top, KFC - Corn on the Cob (Family), McDonald’s - Fruit & Maple Oatmeal",1650.0,64.0,24.0,305.0,89.0,194.0,1655.0,20.0,48.0
"Burger King - Garden Side Salad – w/o dressing, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Sour Cream - Top, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Chipotle - Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Romaine Lettuce - Top, McDonald’s - Fruit & Maple Oatmeal",1505.0,59.5,24.0,220.0,82.0,161.0,2285.0,22.0,38.0
"Arbys - Chopped Side Salad, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro, Chipotle - Romaine Lettuce - Top, McDonald’s - Large French Fries, Taco Bell - Hash Brown Toasted Breakfast Burrito – Sausage",1515.0,79.0,20.0,225.0,54.0,152.0,2060.0,17.0,6.0
"Burger King - French Toast Sticks (5 piece), Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Carne Asada - Pro, Chipotle - Romaine Lettuce - Top, Pizza Hut - Detroit Double Pepperoni Pizza Slice, Wendy’s - Sour Cream and Chive Baked Potato",1605.0,62.5,19.0,150.0,67.0,195.0,2135.0,22.0,21.0
"Burger King - CROISSAN’WICH® Bacon, Egg & Cheese, Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top, Chipotle - Queso Blanco (Entree) - Top, Subway - 6"" Rotisserie Style Chicken, Wendy’s - Sour Cream and Chive Baked Potato",1620.0,58.0,28.5,380.0,83.0,184.0,2295.0,15.0,18.0
"Arbys - Roast Beef 'n Cheese Slider, Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro, Chipotle - Chips regular - Side, McDonald’s - Fruit & Maple Oatmeal, Taco Bell - Hash Brown",1750.0,67.5,11.5,165.0,71.0,222.0,2200.0,24.0,36.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carnitas - Pro, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro, Chipotle - Chips regular - Side, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar, Taco Bell - Chips and Nacho Cheese Sauce (V)",1820.0,79.0,15.5,160.0,66.0,214.0,1835.0,23.0,25.0
"Burger King - Onion Rings – value, Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Sour Cream - Top, Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Steak - Pro, Chipotle - Cheese - Top, Chipotle - Queso Blanco (Entree) - Top, McDonald’s - Fruit & Maple Oatmeal",1500.0,67.0,22.0,190.0,56.0,165.0,2300.0,14.0,42.0
"Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carne Asada - Pro, Chipotle - Sour Cream - Top, Chipotle - Romaine Lettuce - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Romaine Lettuce - Top, McDonald’s - Fruit & Maple Oatmeal, Taco Bell - Black Beans & Rice (V)",1540.0,61.0,23.5,305.0,84.0,166.0,2160.0,15.0,35.0
"Burger King - French Toast Sticks (5 piece), Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Romaine Lettuce - Top, KFC - Sweet Kernel Corn (Family)",1510.0,55.0,15.0,190.0,78.0,191.0,2090.0,17.0,24.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Sofritas - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top, KFC - Biscuit, McDonald’s - Fruit & Maple Oatmeal",1660.0,68.0,25.0,160.0,67.0,195.0,2270.0,32.0,43.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Steak - Pro, Chipotle - Cheese - Top, KFC - Corn on the Cob (Family), KFC - KFC® Gizzards, McDonald’s - Hotcakes",1530.0,48.5,7.5,340.0,76.0,204.0,2295.0,22.0,26.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Cheese - Top, Chipotle - Sour Cream - Top, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar, Subway - Meatball Marinara Salad, Wendy’s - Natural-Cut Fries, Large",1690.0,79.0,22.5,175.0,63.0,177.0,2105.0,21.0,30.0
"Chipotle - Chipotle - Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Chips regular - Side, McDonald’s - Fruit & Maple Oatmeal, McDonald’s - Side Salad, Pizza Hut - Pan Pizza Slices Pepperoni Lover’s® Personal Pan",1550.0,62.0,16.5,140.0,54.0,196.0,1990.0,17.0,38.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Cheese - Top, Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Romaine Lettuce - Top, KFC - Sweet Kernel Corn (Family), McDonald’s - Fruit & Maple Oatmeal",1610.0,51.5,12.5,105.0,68.0,232.0,2220.0,28.0,48.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Cheese - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Steak - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar, Wendy’s - Natural-Cut Fries, Small",1595.0,65.5,16.5,185.0,74.0,176.0,1875.0,24.0,21.0
"Burger King - French Toast Sticks (3 piece), Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Cheese - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Queso Blanco (Side) - Top, Wendy’s - Sour Cream and Chive Baked Potato",1635.0,71.0,18.5,305.0,86.0,163.0,1875.0,15.0,16.0
"Burger King - Kids Oatmeal, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Sofritas - Pro, Chipotle - Sour Cream - Top, Chipotle - Chipotle - Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro, Chipotle - Romaine Lettuce - Top, Wendy’s - Plain Baked Potato",1595.0,49.0,13.5,170.0,79.0,218.0,2085.0,33.0,26.0
"Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Chipotle - Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Sour Cream - Top, KFC - Corn on the Cob, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar",1500.0,51.5,21.0,270.0,89.0,174.0,2275.0,19.0,25.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro, McDonald’s - Fruit & Maple Oatmeal, Sonic - Jr. Deluxe Burger, Taco Bell - Chips and Nacho Cheese Sauce (V)",1540.0,57.0,14.0,180.0,74.0,192.0,1800.0,25.0,41.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Steak - Pro, Chipotle - Queso Blanco (Side) - Top, Chipotle - Romaine Lettuce - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Guacomole (Side) - Top, Chipotle - Romaine Lettuce - Top, KFC - Mashed Potatoes, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar",1590.0,77.0,23.5,275.0,79.0,148.0,2135.0,20.0,21.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, McDonald’s - Fruit & Maple Oatmeal, Wendy’s - Natural-Cut Fries, Small",1515.0,50.5,12.5,200.0,81.0,192.0,1980.0,23.0,35.0
"Burger King - Chicken Nuggets- 4pc, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Cheese - Top, Chipotle - Sour Cream - Top, McDonald’s - Hotcakes and Sausage, Wendy’s - Natural-Cut Fries, Junior",1510.0,78.0,19.5,210.0,61.0,136.0,2005.0,11.0,16.0
"Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Sofritas - Pro, Chipotle - Cheese - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Fresh Tomato Salsa - Top, KFC - Corn on the Cob (Family), McDonald’s - Fruit & Maple Oatmeal without Brown Sugar",1545.0,46.5,8.0,165.0,75.0,219.0,2300.0,29.0,36.0
"Chipotle - Chipotle - Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Chips regular - Side, KFC - Corn on the Cob (Family), McDonald’s - English Muffin, Wendy’s - 4 Piece Chicken Nuggets",1565.0,55.0,6.5,115.0,58.0,222.0,2095.0,20.0,16.0
"Burger King - French Toast Sticks (3 piece), Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Cheese - Top, Chipotle - Chipotle - Tortilla burrito - Carb, Chipotle - Chicken - Pro, Chipotle - Romaine Lettuce - Top, McDonald’s - Small French Fries",1575.0,63.5,11.0,220.0,87.0,163.0,2260.0,19.0,10.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro, Chipotle - Guacomole (Side) - Top, KFC - Coleslaw, McDonald’s - Fruit & Maple Oatmeal",1595.0,66.5,18.5,200.0,80.0,175.0,2140.0,29.0,44.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Sour Cream - Top, Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Queso Blanco (Side) - Top, McDonald’s - Hotcakes, Wendy’s - Natural-Cut Fries, Junior",1740.0,77.0,27.0,310.0,86.0,171.0,2265.0,10.0,18.0
"Burger King - Onion Rings – value, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chips regular - Side, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Romaine Lettuce - Top, McDonald’s - Fruit & Maple Oatmeal",1745.0,70.0,11.0,140.0,67.0,217.0,2270.0,23.0,37.0
"Arbys - Chopped Side Salad, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Chips large - Side, KFC - House Side Salad, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar",1535.0,63.0,11.5,105.0,46.0,199.0,1645.0,24.0,24.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Steak - Pro, Chipotle - Cheese - Top, Chipotle - Queso Blanco (Side) - Top, McDonald’s - Fruit & Maple Oatmeal, Wendy’s - Plain Baked Potato",1655.0,55.0,15.0,260.0,79.0,206.0,2055.0,20.0,39.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Romaine Lettuce - Top, McDonald’s - Hotcakes, McDonald’s - Snack Size Fruit & Walnut Salad",1565.0,61.5,23.0,245.0,82.0,177.0,2180.0,14.0,44.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Sour Cream - Top, Chipotle - Chipotle - Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Barbacoa - Pro, Chipotle - Sour Cream - Top, KFC - Corn on the Cob, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar",1530.0,61.5,23.5,220.0,77.0,166.0,1995.0,22.0,28.0
"Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Steak - Pro, Chipotle - Cheese - Top, McDonald’s - Hotcakes, Taco Bell - Black Bean Chalupa, Wendy’s - Natural-Cut Fries, Junior",1510.0,53.5,10.0,140.0,60.0,193.0,2115.0,20.0,19.0
"Burger King - Hamburger, Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Sour Cream - Top, McDonald’s - Fruit & Maple Oatmeal, McDonald’s - Medium French Fries",1570.0,60.5,21.5,150.0,59.0,195.0,1850.0,19.0,42.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Chips regular - Side, KFC - Caesar Side Salad, Pizza Hut - Hand Tossed Slices Ultimate Cheese Lover’s® Small, Taco Bell - Cheesy Toasted Breakfast Burrito – Fiesta Potato (V)",1560.0,72.0,18.5,215.0,58.0,169.0,2260.0,16.0,7.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Steak - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Chips large - Side, KFC - House Side Salad, McDonald’s - Fruit & Maple Oatmeal, Subway - 6"" Veggie Delite",1720.0,58.0,10.0,90.0,50.0,255.0,1850.0,26.0,44.0
"Chipotle - Chipotle - Tortilla taco - Carb, Chipotle - Carne Asada - Pro, Chipotle - Sour Cream - Top, KFC - Corn on the Cob (Family), McDonald’s - Fruit & Maple Oatmeal without Brown Sugar, McDonald’s - Hamburger Happy Meal",1625.0,54.0,19.0,190.0,74.0,220.0,2070.0,17.0,51.0
"Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Sour Cream - Top, Chipotle - Romaine Lettuce - Top, McDonald’s - Large French Fries, Wendy’s - Seasoned Home-Style Potatoes, Small",1635.0,69.0,18.5,290.0,83.0,175.0,2180.0,16.0,4.0
"Burger King - French Toast Sticks (3 piece), Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Steak - Pro, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Taco Bell - Nacho Fries (V) (New)",1555.0,63.0,11.5,210.0,82.0,170.0,2210.0,27.0,15.0
"Burger King - Kids Oatmeal, Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Sour Cream - Top, Chipotle - Chips regular - Side, McDonald’s - Side Salad, Pizza Hut - Pan Pizza Slices Chicken Bacon Parmesan Large",1610.0,68.0,17.0,150.0,60.0,188.0,2250.0,15.0,19.0
"Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Cheese - Top, Chipotle - Sour Cream - Top, McDonald’s - Chicken McNuggets® (6 piece), McDonald’s - Hotcakes, Wendy’s - Natural-Cut Fries, Junior",1500.0,70.0,19.5,195.0,59.0,151.0,2165.0,8.0,16.0
"Burger King - French Toast Sticks (3 piece), Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro, Chipotle - Sour Cream - Top, Dairy Queen - Crispy Chicken Sandwich, Wendy’s - Plain Baked Potato",1730.0,64.5,16.0,220.0,80.0,208.0,2275.0,25.0,22.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Cheese - Top, Chipotle - Sour Cream - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carnitas - Pro, Chipotle - Guacomole (Side) - Top, KFC - Corn on the Cob (Family), McDonald’s - Fruit & Maple Oatmeal",1830.0,80.0,25.5,210.0,79.0,207.0,2085.0,26.0,48.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top, Chipotle - Queso Blanco (Entree) - Top, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar, McDonald’s - Medium French Fries",1680.0,71.5,24.0,225.0,71.0,186.0,2045.0,20.0,25.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Cheese - Top, Chipotle - Romaine Lettuce - Top, Chipotle - Chipotle - Tortilla burrito - Carb, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top, Chipotle - Queso Blanco (Side) - Top, KFC - House Side Salad, McDonald’s - Fruit & Maple Oatmeal",1620.0,71.0,20.0,345.0,88.0,151.0,2120.0,15.0,38.0
